"AREA","BED","BATH","BUILT","DESCRIPTION","LOTSIZE","PRICE","TYPE"
1524,3,1,1948,"Welcome Home! This beautiful Cape is ready for a new owner.  The property features 3 bedrooms, 1 bath, updated spacious kitchen, new flooring, hardwood, finished lower level, laundry room, detached garage, level lot and much more! Come view it and make it yours! Sold As Is.     ***MULTIPLE OFFERS, BEST AND FINAL DUE BY SUNDAY 4/18 AT 8:00PM***","6534 sqft",185000,"SingleFamily"
3478,4,3,1953,"A real charmer in Havemeyer Park with North Mianus and Eastern Middle schools. Crescent shaped drive introduces home. Enjoy open plan with high ceilings, hardwood floors, kit/ gas DCS stove, stainless appliances, granite counters. Fabulous mstr suite with luxe bath, walk in closets. Large studio could be bunk room, add'l bedrms or playrm. 2 car gar opens to mudroom.. Library/den is perfect office with sep entrance. Dine outdoors on  stone terrace with seating wall overlooking beautifully planted, private grounds. Sep au-pair/in-law quarters w/private outdoor entrance and sep laundry. Sauna, whole hse generator,sprinkler sys. alarm. Owner has plans for studio to create bedrooms, playroom and bath. A wonderful house in move-in condition!! Contact agent to show.COVID precautions required","0.28 Acres",1950000,"SingleFamily"
2700,4,2,1951,"Welcome Home!! Four bedroom two full bath ranch.  This house has been completely renovated.  New roof, new windows, new electric, new pvc plumbing, hardwood floors, porcelin tile in the kitchen, ceramic tile in the baths, new cabinets, granite counter tops, stainless steel appliances, fireplace, new deck, oil heat, central air, and two car garage.   There is a room downstairs plus a large unfinished space that could be finished.  All permits were pulled for the renovations.  There can be a fifth bedroom in the basement.  This home is a must see!!!","14374 sqft",289900,"SingleFamily"
4476,5,5,1995,"LOWER Weston: Location, location and lots of space.  Work from home, entertain and/or just spread out, there’s room for it all!  Move right into this expanded floor plan with 4600 square feet offering a flexible layout. 5 spacious, light-filled bedrooms, 4 1/2 bathrooms, a picturesque great room with wood-burning fireplace, spacious dining room, living room (currently used as arcade thanks to Covid) and a large kitchen with center island and full-size breakfast area.  In addition there is an enormous first floor playroom, and two separate large, windowed offices upstairs (one of which could easily be a 6th bedroom, additional playroom, upstairs family room, or so much more). When we say spacious, we mean it -- lots of big rooms to use to your specific lifestyle, this is truly the luxury of flexible living! High ceilings, large windows and amazing natural sunlight fill the entire home.  The expansive backyard, with room for a pool and tennis/sports court, allows for endless outdoor enjoyment. This center hall colonial is nestled on 2 acres on a quiet cul-de-sac.  Minutes from Weston’s town center and highly sought-after schools, and just over the Westport line, you have easy access to the Merritt, Westport train station and Compo beach. This house offers the ideal blend of privacy and convenience in a neighborhood setting.  Own the home where family and friends want to gather to create your favorite memories.","87991 sqft",1349000,"SingleFamily"
3400,4,3,1960,"Room to roam in this expanded home updated by carpenter/owner to include loads of specialty moldings, hardwood floors throughout, main level spacious bedroom and full bath, upstairs kitchenette, bonus loft/den area on second floor, master bedroom with private bath on 2nd level, open floor plan great for entertaining with super sized kitchen and family room open to one another , newer well pump, roof 8 years young, aqua booster 8 yrs old, 2nd floor laundy hook up as well as basement area, hydro air unit in attic, stamped concrete sidewalk, covered front porch.....the extras go on and on....Come and see the value!","40075 sqft",590000,"SingleFamily"
1758,3,3,1935,"Dreams Come True! This charming three bedroom home has exceptional curb appeal and great outdoor space for entertaining and gardening. Architectural details of the home include cathedral ceilings with wooden beams, lots of glass, wood floors and a magnificent Fieldstone Fireplace. A secret patio room is  located off the back of the house. This unique home is located on Candlewood Isle in New Fairfield, Connecticut. Candlewood Isle amenities include a guardhouse entrance, tennis courts, bocce court, basketball, Clubhouse with social events, marina, private beach, playground and summer youth camp. There are miles of private roads for biking, walking, and jogging. New Fairfield's in-town shopping and restaurants are a plus in addition to nearby hiking trails in Pootatuck State Forest and Great Hollow. Candlewood Lake has approximately 65 miles of shoreline and is used year round for swimming, fishing, paddleboarding, water skiing and tubing. New Fairfield is less than 90 minutes from NYC. Call for an appointment today!","10018 sqft",525000,"SingleFamily"
1995,3,4,1951,"This beautiful home located on one of West Hartford’s few cul-de-sacs is a rare find! Set on a quiet street yet walking distance to Bishop’s Corner, Whole Foods, elementary, middle and high school, and houses of worship, and also just minutes to West Hartford Center and Blue Back Square! Charming and light-filled, featuring 3 bedrooms, 2 full baths, 2 half baths and hardwood floors throughout. You will love the spacious front-to-back living room with fireplace, kitchen with an opening to the sunny dining room, multi-windowed bonus room that could be a den, office, or playroom and the convenience of a first floor laundry/mud room with direct access to the 2-car garage. Upstairs you can restfully settle in to a large primary bedroom with en suite bath, a second bedroom that comfortably holds a king-sized bed, a third bedroom which easily fits a queen-sized bed, and a beautifully tiled hallway full bath with granite countertop. Plenty of outdoor fun to be had with the .43 acre level lot including back patio, expansive backyard, and in-ground basketball hoop! Plus, there is an additional 900 square feet in the partially finished lower level - perfect for a rec room, gym, workshop, or storage and it has a convenient half bath. You will enjoy the benefits of central air, gas heat, and a new water heater! Don’t miss this one!","18295 sqft",399900,"SingleFamily"
3883,5,4,1979,"Come enjoy this modern and chic home centrally located in Easton, privately set back on 3 acres. Exceptional layout with soaring ceilings, floor to ceiling windows showering this home is abundant sunlight. Open 2 story foyer leads to the living room with fireplace and built ins, hardwood floors throughout the main level, light drenched dining room flanked by windows. Views from every room in the house. A renovated kitchen with granite island, stainless steel appliances, and sliders to the deck. Bright and spacious first floor master bedroom with cathedral ceilings, walk in closet, private balcony overlooking the backyard and a master bath with double sinks and jacuzzi tub.  The roomy upper level boasts 3 bedrooms with hallway bath. The fabulous extra bonus is the finished walk out basement with family room, fireplace, wet bar, 5th bedroom and full bath with sliders to the backyard. Enjoy peaceful living, convenient to schools, shopping, dining and commuting. Be part of the special Easton community with country living and award winning schools! This unique, chic home is not to be missed!","141134 sqft",750000,"SingleFamily"
1660,3,3,1986,"Welcome to 64 Harold Rd., in Beautiful Farmington CT, known for its Blue Ribbon Schools.  This contemporary Raised Ranch with phenomenal curb appeal and professional landscaping,  was the model home for the subdivision.  Quality through out including a full masonry fireplace and chimney, newer 40 year architectural shingles, Anderson casement windows, and gleaming hardwood floors. Updated kitchen with granite counters. There is not a more meticulously maintained home in Farmington.  Location, Location, Location!  A fabulous, peaceful neighborhood tucked away, yet easy access to Route 6 and major commuting routes, close to shopping & dining. The open floor plan on the upper level makes it a pleasure to entertain indoors or just snuggle up in front of the wood burning fireplace.  The large deck off of the dining area has plenty of room to entertain the guests with access to the park like rear yard with privacy fencing. There is absolutely nothing to do to this home except bring your belongings!  The spacious lower level is finished with walk out access to a patio in the rear of the home.  The garage is spacious with organization shelving and newer garage door openers.  Make an appointment today for your private showing. Interest rates are still at an all time low, buy now before it's too late!","13068 sqft",359788,"SingleFamily"
NA,NA,NA,NA,"OPEN CORNER LOT VACANT.BOUNDED BY SIDEWALKS AND FENCE.  SOME OLD FOUNDATION.",NA,10000,"Unknown"
NA,NA,NA,NA,"Builders take notice! Excellent visibility and access on this level lot with over a half acre! Great opportunity to build on with potential for neighborhood business or other commercial use. Prime location with connections available for electric, water, sewer and gas.",NA,15000,"Unknown"
NA,NA,NA,NA,"Come and check out this nice size lot with a road frontage of 36 feet by 125 feet long. Close to Bridgeport industrial zone. Please check with city of Bridgeport for potential uses.",NA,19900,"Unknown"
NA,NA,NA,NA,"1.76 acres of affordable commercial land, with ~425 ft frontage, zoned B-2, easy to get to off I-84, on Rt. 44/Burnside Ave with ~11,000 avg daily traffic count (per CT DOT).  Shopping/services and restaurants are next door and across the street, and Wickham Park is just down the road.  There are many commercial uses for B-2 zone, confirm acceptability of your use with Gary Zalucki, EH Zoning Enforcement (860-291-7334).  The town's development regulations are determined by the intended use (type of biz) and ask about the town's ""land use"" meetings to help commercial developers.  Land was tested by a soil scientist for wetland delineation and there is some wetland at the lower edge, but much of the lot, especially near Burnside Ave/Rt 44 is not showing as wetlands or flood plain.  For more information, see attached maps. *  *  Seller would consider an offer contingent on town approval for a specific use (type of biz).  Due to the affordable price, development investigations and town approvals will be obtained by Buyer at Buyer expense, with Seller permission for Buyer to apply and obtain town approvals for this property.",NA,20000,"Unknown"
NA,NA,NA,NA,"Property located in Industrial Zone at northeast corner of Hillcrest Ave. and Beacon St, in the midst of predominately Residential/Commercial/ Retail areas. Very near bus line and highways.  Buyer advised to do due diligence and confirm with Town of Bloomfield for permitted uses and requirements.  Map/Lot/Block 89-4-625-6.  Property is approximately 40-50 % wetlands.",NA,20000,"Unknown"
NA,NA,NA,NA," This home is located at 524 Gold Star Hwy, Groton, CT 06340.",NA,NA,"Unknown"
NA,NA,NA,NA,"Only $3,000, down and owner will Owner Financing the rest!!! what a deal!!*Commercial C-1 zoned lot*build a neighborhood store* storage garages* possibilities are endless* Don't miss this amazing opportunity!.",NA,21900,"Unknown"
NA,NA,NA,NA,"Commercial corner lot in N. Grosvenordale .26 Acres, looking put up a commercial building?  this is your spot. Convenient location 395 to MA. & RI  Downtown Library, walking trails, park area, restaurants and much more",NA,22000,"Unknown"
NA,NA,NA,NA,"Boston Post Rd is Rt 6, corner of RT 6 and Baker Rd, close to Home Depot, Tractor Supply, and Wal Mart.  Flat lot, high traffic volume, great visibility",NA,22500,"Unknown"
NA,NA,NA,NA,"PRIME, LEVEL CORNER PARCEL ZONED FOR COMMERCIAL/MIXED USE CLOSE TO STEELE POINT DEVELOPEMENT AND IDEAL LOCATION WITH HIGH TRAFFIC COUNT. STEPS TO SHOPPING, RESIDENTIAL HOUSING WITH EASY ACCESS TO I-95, DOWNTOWN BUSINESS DISTRICT AND METRO NORTH TRAIN.  SOLD ""AS IS"".  ALL OFFERS ON 3 PAGE OFFER/CONTRACT INCLUDING PROOF OF FUNDS AND 10% DEPOSIT REQUIRED.",NA,24500,"Unknown"
NA,NA,NA,1800,"Established in 1865 and located a few steps from Southford Falls, Southford Store and Deli's business on the corner of Route 67 and Route 188  is now for sale. With over 153 years in business and only two owners the established store offers Boars Head deli meats, breakfast sandwiches, soup and the creative talents the new owner may bring.  Propane heat is included in rent, vegetable and hand sink, 2 burner portable stove, walk in freezer with a new compressor, and plenty of street exposure.  All showings after 4:00, this is for the business only.",NA,25000,"Unknown"
NA,NA,NA,NA,"50 x 103 Commercial lot in a TD zone.  Level approved building lot with great potential.  It can be used for parking for business in close proximity as well as a great location to put up a small building.  The lot has front/ side / rear setbacks at only 10' so come with your imagination.  Priced to sell immediately.",NA,25000,"Unknown"
NA,NA,NA,NA,"SITE IS GREAT FOR CONTRACTORS GARAGE OR WORK SHOP. Several existing Founsations. Back Boundary is RAIL TRAIL",NA,25000,"Unknown"
910,2,1,1987,"Well maintained 14 x 70 mobile home with 2 bedrooms and 1 full bath. Large eat in kitchen with lots of natural light.     **Monthly lot rent is $515, which includes water, sewer, snow removal of main road, and trash/recycling pickup.** Potential buyers must fill out Residential Application. Subject to park approval.  Credit report required.","No Data",27000,"SingleFamily"
NA,NA,NA,NA,"Commercial lot located in the Moodus business district. Close to route 2,16 and 9. Great opportunity! Make an offer!",NA,27500,"Unknown"
938,3,2,1978,"3 bedroom, 1 and 1/2 bath, 14 x 70 mobile home with new flooring, windows and plumbing, and new electrical sub panel.  **Monthly lot rent is $515, includes water, sewer, snow plowing of main road, and trash/recycling pickup. Additional $10 fee for heating oil tank insurance. Potential buyers must fill out Residential Application. Subject to park owner approval. Credit report required.","No Data",29000,"SingleFamily"
2646,3,2,1890,"Looking for a project property? This property has the potential to be a show stopper. The seller is looking for ""cash only"" offers. This property is selling ""as is-where is"", all information is for informational purposes only and should be verified by buyer or buyers representative . This property is owned by the City of Norwich, please allow ample time for response to all offers.","4356 sqft",30000,"SingleFamily"
NA,NA,NA,1967,"This is a great opportunity to operate your own business. Hi tech retail store that offers computer and cell phone repair service. Cell phone sales and activation services,  Bill payment services, atm on site, money transfer services, several retail products ranging from cell phone & computer accessories to games. All business equipment included in sale.",NA,30000,"Unknown"
NA,NA,NA,NA," This home is located at 109 Bridge St, Groton, CT 06340.",NA,NA,"Unknown"
784,2,1,2000,"Please schedule a showing to view this 2 bedroom move in ready mobile home in the Country Club Estates. Home sale subject to park approval.","No Data",35000,"SingleFamily"
NA,NA,NA,NA,"Approximately 0.80+/- acre site next to Pawcatuck Shopping Center which has Walgreens and Renegade Gym available Land lease $38,000/yr NNN and Build to Suit available. Traffic count 11,000+ (daily average). Owner also owns abutting shopping plaza so proposed development may share access, parking, etc.  Existing house rented month - month on east side of property.  Attached brochure has zoning regulations.      DIRECTIONS: Route 1 (aka So Broad St) in Pawcatuck, next to Rite Aid, WOW Work Out World at Pawcatuck Shopping Center.",NA,38000,"Unknown"
NA,NA,NA,NA,"Approved Building Lot, Maps are available. Driveway is in, lot mostly cleared.  Busy highly traveled state road.  Lot is zoned as a mixed use commercial- VD.  Great opportunity & location.    Schedule a private showing of this lot and to preview the maps and documents that are available.",NA,39000,"Unknown"
NA,NA,NA,NA,"Triangular 3.25 acre parcel. High visibility with 190' of road frontage on busy Rte 44 and directly across the street from the popular Log House restaurant.",NA,39000,"Unknown"
NA,NA,NA,NA,"Almost full ACRE!!! Many options and uses. INDUSTRIAL lot, great location, gated rear lot. No road frontage, deeded access. Power (not currently connected) to lot. Survey/perk tests/environmental available. (From 1999)",NA,39900,"Unknown"
NA,NA,NA,NA,"Plainfield is open for business.  Centrally located between Boston/Providence/New York, the Plainfield Industrial Park is located right off I-395 exit 28 Lathrop Road.  The Plainfield Industrial Park has all the amenities a business needs Water/Sewer/Gas/Internet. Lot 12 is situated at the corner of East Parkway and Center Parkway. Preliminary engineering work done by the Town provides for a 7,500 sf building with parking and a loading dock on the 2.43 acres parcel.",NA,44900,"Unknown"
NA,NA,NA,NA,"Plainfield is open for business.  Centrally located between Boston/Providence/New York, the Plainfield Industrial Park is located right off I-395 exit 28 Lathrop Road.  The Plainfield Industrial Park has all the amenities a business needs Water/Sewer/Gas/Internet. Lot 7 is 2.54 acres. Preliminary engineering work done by the Town provides for a 10,000 sf building with parking and a loading area. Some wetlands",NA,44900,"Unknown"
1042,2,1,1978,"1987 Holly park with apx. 1050sq.ft.. Livingroom with expando, front kitchen and 2 bedrooms. New bathroom separate shower. Unit has a ramp for east access. Dog permitted per park approval.  All buyers subject to park approval. Ground lease is 550. and includes 10. month insurance on oil tank.","No Data",45900,"SingleFamily"
400,1,1,2006,"Mobile home in Pachaug Marina Camp Ground, great place to enjoy your spring and summer months, has its own dock to enjoy the water sports on Pachaug Pond, they have 2 bath houses, with laundry, club house, beach area to swim at, owner installed a new ceiling fan and lights, new vinyl flooring thru out the house 2019, new ac unit  2020, new upholstery on dining room chairs, lots or updates to come and see, great place to enjoy thru the fall.","435556440 sqft",48000,"SingleFamily"
NA,NA,NA,NA,"If needed,seller can build to suit.",NA,49900,"Unknown"
NA,NA,NA,NA,"Great Location to build smaller approx. 2400sqft building for office and retail use.  Newly Zoned for B-2 which allows for more coverage than previous B-1 zone.  Access to I-91 south and all utilities available.",NA,49900,"Unknown"
840,2,1,1985,"You will love the updated modern look of this home. Living room and Kitchen has open floor plan with newer appliances, floors, recessed lighting making it a pleasure to call this home. Extent your entertaining space to the enclosed porch. Enjoy sunny the deck and the professionally landscaped areas. Many improvements that will catch your eye and heart in this unit. New modern bathroom. Master bedroom has organized closet and new utility closet. Furnace is a/c ready. This home is in move in condition and located on a cut-de-sac! Close to shopping, walking trails, highways and parks. Minutes to Glastonbury. Do not miss this one! Sale contingent on buyer getting approved by the Rivermead Pointe North/south Association. Buyer will have to apply for approval. Approval normally take a few weeks. PLEASE READ AND FOLLOW INFO IN AGENT REMARKS BEFORE REQUESTING SHOWINGS, THANKS. No showings Saturdays before 12:30, Sundays before 12:00, Tuesdays after 5:00.","No Data",49900,"SingleFamily"
NA,NA,NA,NA,"CURRENTLY A RUNNING RESTAURANT, TURNKEY OPERATION, EXCELLENT POST ROAD LOCATION. NO DRIVE BY, NO TALKING TO EMPLOYEES. LOW RENT IF YOU BUY THE RESTAURANT BUSINESS THAT WAY YOU ASSUME THE RESTAURANT LEASE AND LANDLORD HAS OFFERED THE SAME RENT AMOUNT TO THE NEW TENANT.  Current lease is signed based on $40 per square foot. It is about 2500+700 sf storage in the basement, Monthly rent 7700 + NNN. if any buyer wants to take advantage of the low rents this is an excellent opportunity as there are 2 more years remaining. The new rents in the area are $45 to 60 per sf.   Business Owner's reason for selling is he has opened more restaurants and wood like to sell one of them as he can not manage alone. Also there is another retail space available adjacent to this restaurant, about 2000 sf, if you need 4500 sf it is available immediately. please call for any questions.",NA,50000,"Unknown"
NA,NA,NA,NA,"This Dollar Plus and Party Store business has been in Watertown over 9 years. Before that it was in Waterbury for 7 years.  The store is in a shopping plaza and is 1,700 s.f. It is full of party goods, balloons and miscellaneous merchandise that is usually found in Dollar and variety stores.    The store is no longer only a dollar store.  Now prices go up from a dollar to $2, $2.50, $3.00 and some items over $3.50.    So, if you want to be your own boss and you are experienced in low priced retail merchandising – take a look at this store.    Experience is recommended as no financial info will be available – excepting operating costs. When you make an Offer, if acceptable, you will have time to observe and ask the Owner and your advisors any questions you might have on this business and industry.    Other uses for this business and store could be: expand the party merchandise products or turn the store into a variety store.  The location, shelving rugs etc. are all there and in excellent condition – good for many retail or even office uses.    Store hours are: Monday – Friday 10:00 to 5:00, Saturday 9:00 to 4:00 and Sunday 10:00 to 2:00. Total of 46 hours. The store is in a small, fairly-new shopping plaza with 9 other stores.  Plenty of parking.    See Addendum for more info on this business opportunity.",NA,50000,"Unknown"
600,1,1,2006,"Spring and Summer are on there way, great place to enjoy warm days and summer fun at the Pachaug Pond, Home is in really good shape, water and electric at site, you have your own dock to put your boat in, Pachaug Pond and enjoy all water activity. Nice mobile in Pachaug Marina, it has 3 bath houses to use, laundry facility, beach, plenty to do on the pond.","435556440 sqft",52000,"SingleFamily"
700,2,1,1980,"This warm 2 bed/1 bath will be fully renovated! Stay comfortable all year round with a new propane furnace. New vinyl plank flooring throughout and new carpets in the bedrooms. The kitchen will have new shaker style cabinets with granite countertops, an undermount sink, and brand new stainless steel appliances. The unit will also boast a new washer and dryer. Enjoy a coffee on the covered porch or use it as extra entertaining space. Conveniently located near public transport, restaurants, shopping, emergency services, hospitals, and easy access to the highway.","No Data",56900,"SingleFamily"
NA,NA,NA,NA,"Plainfield is open for business.  Centrally located between Boston/Providence/New York, the Plainfield Industrial Park is located right off I-395 exit 28 Lathrop Road.  The Plainfield Industrial Park has all the amenities a business needs Water/Sewer/Gas/Internet. Lot 3 is situated the entrance on West Parkway. Preliminary engineering work done by the Town provides for a 10,000 sf building with parking and a loading area on the 4.04 acre lot. Lot 2 adjacent has been deemed NO Build by the Army Corp of Engineers and could be combined with Lot 3 to allow for larger building on Lot 3.",NA,59000,"Unknown"
NA,NA,NA,NA,"Plainfield is open for business.  Centrally located between Boston/Providence/New York, the Plainfield Industrial Park is located right off I-395 exit 28 Lathrop Road.  The Plainfield Industrial Park has all the amenities a business needs Water/Sewer/Gas/Internet. Lot 30 8.21 acres of which 2.66 acres is usable. Preliminary engineering work done by the Town provides for a 5,000 sf building with parking and a loading dock. Wetlands",NA,59000,"Unknown"
NA,NA,NA,NA,"Plainfield is open for business.  Centrally located between Boston/Providence/New York, the Plainfield Industrial Park is located right off I-395 exit 28 Lathrop Road.  The Plainfield Industrial Park has all the amenities a business needs Water/Sewer/Gas/Internet. Lot 25 is situated in a cul-de-sac. Preliminary engineering work done by the Town provides for a 5,000 sf building with parking and a loading dock on the 2.13 acres of usable land of this 6.86 Acres parcel.",NA,59000,"Unknown"
NA,NA,NA,NA,"Look no further for your Company's new location - Conveniently located minutes from I-395 providing you with easy access to Boston/Providence/NYC this 3.79 acres parcel, zoned Industrial, is located in the Putnam Industrial Park.  Abutting 8.24 Acres also available (MLS Listing 170306834).  The Putnam Industrial Park has ample amenities including Water/Sewer/Natural Gas/High Speed Internet/Access to the Providence-Worcester RR Freight Line. Located in an Enterprise Corridor, take advantage of tax savings by relocating to Putnam today.  Putnam is open and ready to do business with you.",NA,59500,"Unknown"
NA,NA,NA,NA,"Rare business Opportunity and awesome location, corner of Wood Ave & Norman St, in Bridgeport's area to own and run an established income producing business which has been around for more than 30 Years with a diverse happy customers. Equipment and inventory is included in the asking price. This is a great value for the right buyer to step in and continue it's success. Sale includes inventory, fixtures, equipment, and a great Van. (Business only, no Real Estate).",NA,59900,"Unknown"
624,2,1,1954,"Unique opportunity. This ranch is on the rear lot behind 302 Laurel Hill which is also available for sale. Buy them both for your own private space with separate in-law house in back and main house in front! Home needs work but is currently being lived in. Small enough to allow you to really deck it out and make it super trendy at a fraction of the cost. Close to casinos, downtown Norwich, bus routes and Route 2. Access to this home is across the driveway of 302 Laurel Hill. Also for sale is 296 Laurel Hill; buy all three and save!","6969 sqft",59900,"SingleFamily"
NA,NA,NA,NA,"Just under 1 acre, this GC zoned parcel is centrally located on busy rte 12. Hi visibility!! This lot has an existing driveway and mobile home with shed. Please bring all offers!!",NA,59900,"Unknown"
864,2,1,1982,"Looking for low maintenance? Perhaps downsizing? Private quiet location? Look no further! This two bedroom cozy mobile home has been completely remodeled from head to toe. You'll fall in love with the rich wood tones throughout as the sunlight pours through all the windows. Spacious master bedroom with walk in closet has easy access to the Brand new bathroom. The kitchen has been updated with bright white appliances and there are sliders leading to the deck for additional outdoor dining when the weather permits. Everything has been taken care of so that you can move right in and have no worries! Roof was redone 6/20, Central Air 9/20, Anti freeze Heating Cable 9/20, New GFCI's, Garbage Disposal Rewired 9/20. Conveniently located!   Buyer to submit and pay a non refundable $175 application fee to Matthews Park LLC for approval of land lease.","No Data",59999,"SingleFamily"
NA,NA,NA,NA,"Business for sale",NA,65000,"Unknown"
NA,NA,NA,NA,"This property has over 1oo feet of frontage on Spring Street  it goes into a narrow strip of land and then there is a good size lot that totals 1.39 acres. This is a great location. Subject to probate approval.",NA,65000,"Unknown"
684,2,1,1990,"This mobile home has been almost totally remodeled since 2018. New kitchen, new flooring including some sub-flooring. You will feel right at home when you walk into the living room with vaulted ceiling, new ship lap accent wall, open to the remodeled kitchen with newer gas stove and refrigerator. This is the most economical way to live, park fees include land lease, cold water, sewer use fee, road maintenance. There are 3 AC units that will remain with the home. There is also an expansive deck with a ramp down to your private driveway.   All offers are subject to park approval, there is a $180 non refundable fee to the park. Mobile home financing is available and all offers must be accompanied by an approval letter or proof of funds.","No Data",68900,"SingleFamily"
NA,NA,NA,NA,"Don't miss this opportunity to bring more business into town with this approved 0.84 acre building lot! This is a perfect location for a new business to build and become established within the community. With public water/sewer available in the street, this is a no brainer! Call an agent today to set up an exclusive showing of this property. Don't wait, it wont last long!",NA,68900,"Unknown"
NA,NA,NA,NA,"PRIME COMMERCIAL/INDUSTRIAL PARCEL LOCATED DIRECTLY NEXT TO ACCESS AND ENTRANCE TO I-95 CLOSE TO BUSINESS DISTRICT, DOWNTOWN AND COMMERCIAL/RETAIL AND REDEVELOPMENT CORRIDORS.  SOLD ""AS IS"", ALL OFFERS ON 3 PAGE STANDARD CONTRACT WITH PROOF OF FUNDS AND 10% DEPOSIT.",NA,69500,"Unknown"
NA,NA,NA,NA,"Engineered open level lot in Prime area of the North West Corner of Connecticut. Perfect for retail or commercial business right on major Route 7 with GREAT exposure. Engineered for a 1,500 sq ft building with 10-12 car parking area. GREAT EXPOSURE!!! JUST BEFORE STATE LINE!!! Excellent property for the new or up and coming business owner or investor.",NA,69900,"Unknown"
1109,2,1,1949,"Home is Condemned with the Health Dept and the town, it is selling as is where is as you see it, nice corner lot with lots of potential for a new home in its place, stone wall that surrounds the front of the house.","16988 sqft",70000,"SingleFamily"
1068,2,2,2004,"Beautiful well maintained home located in a desirable 55 and over park. 2 Bedrooms and 2 full baths.  Large living-room with a eat in kitchen loaded with cabinets!  Separate laundry room, 3 season enclosed porch, utility shed, and a handicap ramp that runs from parking area to kitchen entrance. New furnace just installed!  Don’t miss out on the opportunity to live on one of the nicest lots in the park, quiet, secluded and a beautiful view!  Pets are not allowed.","No Data",72500,"SingleFamily"
1020,2,1,1947,"agents-please see below- property is in poor condition-use caution-has to be a cash transaction due to condition-A full septic system needs to be installed-complete with leeching fields on property- This property will not qualify for financing in its present condition. property has to be marketed for 10 days before bank will respond to offers-if multiple offer- you will be asked for highest and best--","43995 sqft",72800,"SingleFamily"
924,2,1,1985,"ARE YOU HAPPY RENTING? NO? Then we invite you to check out this adorable and affordable 2-bedroom home in Laurel View Park that’s all dressed up and waiting for you! Seasoned with love and care, this easy to enjoy unit that appeals to all ages features an open floor plan, a Jack & Jill bath with oversized tub and stall shower, and a great location that’s close to shopping, bus and rail. You don’t need to break the bank to buy this home or to maintain it; the furnace is 3 years old, the roof is 4 years old, and the water heater is 5 years old. Plus, this park is pet-friendly (up to 2 cats or most breeds of dogs) and NOT in a flood zone! So if you made a New Year’s resolution to own a home, please come and see this compact but not confining unit TODAY...we believe you will find MORE than you would expect from a mobile home!","No Data",74500,"SingleFamily"
NA,NA,NA,1952,"The Wethersfield Diner located on the Silas Deane Highway has been a destination diner for decades. The current owner has remodeled the seating areas and counter space, and redesigned the menu. When Covid hit the doors were closed and the ownership will not be reopening. This is a great opprotunity to get into the food business on a relatively small scale. The business was showing good numbers year over year but it's time for a fresh, new beginning. With take-out, delivery and catering it is a great place to start a new venture!",NA,74500,"Unknown"
1271,3,1,1890,"Unique opportunity to perhaps buy a home for yourself and one or two more as investments or for your personal needs. 302 Laurel Hill is on the front lot with 300 Laurel Hill on the rear (sold separately but can be purchased together). 302 Laurel Hill grants a right of way for 300 Laurel Hill to access their property. Although this home needs heavy TLC, at this price, it is worth the investment! Conveniently located 7 minutes from Mohegan Sun and 12 minutes from Foxwoods. Straight shot to Navy Subbase, close to downtown Norwich, shopping, route 2 and more. Tenant occupied so notice is needed to show.","8712 sqft",74900,"SingleFamily"
808,3,1,1890,"Opportunity is knocking! One of THREE available homes in this block. Buy one or buy them all as a package including 296, 300 and 302 Laurel Hill. This one needs work. Kitchen was gutted to replace damaged plumbing. New boiler installed. Can be a nice owner occupied home, flip or rental investment. 296 grants 298 Laurel Hill a right of way for access to their property located behind this one.","3484 sqft",74900,"SingleFamily"
784,1,1,1995,"Why rent when you can own? Come see this beautiful move in ready home! Spacious kitchen with plenty of storage, dishwasher, open floor plan,new roof, thermopane windows, Bali window treatments, central air, jetted bath tub and a generous sized outside deck. Just minutes from shopping and highway.","No Data",74900,"SingleFamily"
NA,NA,NA,NA,"0Prospect St and 47 Prospect St are combined. .29 acreage. Road frontage approximately 200 ft. Level dry lot. Houses had been demolished years ago. Lots were previously used by vendors including a hot dog cart. Has city water and electric connection. Good income for both vendors and property owners. Property is across from new gas station which is now under construction. Would make a great parking lot for local businesses or surrounding multi family homes. Possibility of billboard rental. Possibility of small business with approvals.",NA,75000,"Unknown"
NA,NA,NA,NA,"Great Opportunity & Great Exposure - Commercial Property off I-84",NA,75000,"Unknown"
850,2,2,1944,"Why rent when you can own a 2 BR 1.5 bath townhouse style home for less that rent??  Easy to show...Some TLC needed.","1742 sqft",75000,"SingleFamily"
938,2,1,1987,"Condo or apartment alternative, new shower, ready for your finishing touches.  Storage shed at the end of the driveway  is for this home.","No Data",78000,"SingleFamily"
NA,NA,NA,NA,"Outstanding development opportunity.  Property class Commercial Residential Open Land (201)  Zoning RM-1.  http://gis.vgsi.com/stratfordct/Parcel.aspx?pid=8178",NA,78000,"Unknown"
336,1,1,1930,"This could be the opportunity to own in Southbury you've been waiting for, and for less money than the cost to rent! This insulated & heated cabin is ready for you to put your own touch on it. This cabin consists of a main room with hardwood floors, as well as a full bath, kitchen, and enclosed porch. The basement is accessible via an exterior door. Great investment opportunity! Seller will clean up bulky items on the property prior to closing. Property goes up and to the left (Seller attempted to mark general boundary line with a yellow rope). Small tan shed is not included in the sale.   Driveway runs across 2 properties not included in the sale.","15681 sqft",79900,"SingleFamily"
