"AREA","BED","BATH","BUILT","DESCRIPTION","LOTSIZE","PRICE","TYPE"
9371,6,10,2012,"Sophisticated and stunning Georgian colonial, beautifully sited on 2.6 manicured acres, in a premier location, just minutes from town. With an extensive renovation in 2018 by SHR Building Corp, interiors re-imagined by renowned designer Mark Cunningham and elegant landscaping by Robin Kramer, this home offers a perfect blend of refined luxury and modern family living.  Soaring double-height entry with exquisite marble floors leads to a thoughtful open floor plan complete with formal entertaining spaces, 2 home offices, spacious gourmet kitchen and a generous family room with an expansive stone terrace for outdoor entertaining. Custom wide plank wood floors, 10ft ceilings and superior craftsmanship throughout. A tranquil master suite with his/her bathrooms and custom walk in closets.","2.60 Acres",9995000,"SingleFamily"
4419,4,5,1961,"Your Once-in-a-lifetime opportunity to own the Crown Jewel location at Compo Beach with unobstructed panoramic views! From this home which sits on one full acre of property perched up high and dry you can enjoy the unique sweeping views that wrap from Old Mill Cove Beach, out over the Long Island Sound and encompass the beautiful crescent beach of Compo. Renovate or build new and create your legacy for your children and your children’s children.","43560 sqft",9995000,"SingleFamily"
6440,7,9,1960,"Direct waterfront with epic, unparalleled water views from every room.  This amazing five bedroom home and two bedroom cottage is the perfect setting for year round living or a weekend getaway.  The main house has an easy flow of well-scaled rooms, with places to gather or retreat.  Enjoy the salt air from the multiple decks and porches and be transformed by the magic of waterfront living.  Fish, kayak and sail from your own deep water dock. Large waterside entertaining area has been the scene for weddings and parties.  Gym, wine cellar, infinity edge pool add to the tremendous appeal of this fine property.  Beyond captivating!","0.70 Acres",9995000,"SingleFamily"
13451,8,10,1925,"Graced by a light filled courtyard, grand terraces and lovely gardens this stone English Manor is one of the most exquisite and elegant homes in Greenwich CT. Totally restored and renovated the magnificent 1925 Manor is privately set on 2.5 acres close to downtown Greenwich. Offering the blend of modern living with classic elegance the remarkable architectural elements are rich with details boasting both charm and sophistication from the 20th century where one can still enjoy high-end finishes. This home celebrates a great classic estate feel with countless custom features such as extensive millwork, moldings, raised paneling, separate detached staff quarter, and banks of French doors leading to the gracious patios and lush gardens. From the terrace, the views span","2.50 Acres",9950000,"SingleFamily"
15656,6,12,2006,"Chic stone and clapboard home in coveted gated community off Round Hill Road designed by Rich Granoff with peerless craftsmanship by Doherty and Deleo. Bordering 16 conservation acres, this exquisitely detailed designer showcase offers the ultimate in luxurious  living. Interiors are extraordinary with 9 fireplaces, domed and coffered ceilings, custom paneling, all opening to expansive imported granite terraces overlooking private manicured lawns/gardens and pool. Grand formal rooms; mahogany library; fabulous kitchen with 2 islands; dramatic family room; numerous study/offices. Spectacular master wing plus 5 additional bedrooms and staff quarters. Exceptional lower level has home theater, exercise room, wine cellar, cabana, sauna. Garaging for 4 cars.  Greenwich living at its best.","92782 sqft",9950000,"SingleFamily"
8888,6,10,1992,"Architecture is the servant of its time and significant designs are experiments of an era. 66 Cherry Valley Road is an exceptional modern masterpiece designed by world renowned architect, Ulrich Franzen. Situated on over seven acres in the heart of Round Hill the Morris House was designed to offer unrivaled amenities for gathering, wellness, relaxation and entertainment in one of the country’s most desirable locations.  Arrive through the gates, down the private drive to the expansive motor court. Enter and immediately notice the walls of glass entryway. The Morris House was thoughtfully designed to separate entertaining spaces and common areas from private family quarters. The first floor is dedicated to gathering and entertaining, featuring dual living rooms, a formal dining room and chef’s kitchen with butler’s prep area. Interiors open to expansive shaded patios, outdoor kitchen and sweeping, multi-directional views. Enjoy the outdoor pool/spa and illuminated tennis court in park-like setting. Centralized whole house control and entertainment system, indoor pool, gym, six-car garage and separate 2 bedroom cottage are just a few features of this architectural gem.","321472 sqft",9888000,"SingleFamily"
8880,9,9,1908,"With a stunning Southport location directly on Long Island Sound, this spectacular 1.37 acre water-front estate is graced with a glorious 200’ wide private, sandy Beach, heated In-ground Pool with Spa & Terrace & free-standing stone-and-shingle style Carriage House with Garage & full second story Loft with half bath. This 8880+/- SF American Shingle Style house has been beautifully expanded to include 9 bedrooms, 8.5 Baths & 7 (2 Decorative) Fireplaces. An oasis of understated modernity, within walking distance of Southport Village & an easy commute to New York City.  1st Floor: Entrance Hall with hardwood flooring & Guest Closet. Guest Powder room with hardwood flooring, rock crystal sink & wood, cherry blossom inlaid walls. Living Room with hardwood flooring, built-in daybed, window seats flanking wood-burning Fireplace, access to Sun Terrace. Cherry paneled, Dining Room with hardwood flooring, gas Fireplace, built-in cabinetry &  Venetian Plaster ceiling. Family Room/Great Room with hardwood flooring, gas fieldstone Fireplace, wooden ceiling, cabinetry, Wet Bar & Beverage Refrigerator, expansive windows & French doors to Terrace. Stunning Kitchen with porcelain tile flooring, plentiful cabinetry, Quartzite Center Island, Quartzite back-splash, 2 Farm Sinks, brick Pizza Oven & 2 Walk-in Pantries. Appliances include:2 sets of Sub-Zero Refrigerator/Freezers, each with 2 refrigerator & 2 freezer drawers, Wolf Stove with 6 gas burners, Griddle & Grille, 2 Miele Dishwashers,","59677 sqft",9875000,"SingleFamily"
20298,14,17,1913,"Unique opportunity to acquire ?Freestone Castle?, originally built in 1913 by famed architect James C. Green.  ?Hemlock Castle? as it has come to be known is a stone, brick and slate masterpiece renovated and updated for today?s lifestyle, all the while incorporating period details.  20,298 sq.ft. includes the 13,500 sq.ft. 8 bedroom main residence and 2  +/- 3,400 sq.ft, 3-4 bedroom staff quarters/apartment/carriage house.   Incredible flexibility for multigenerational living, offices or advantageous HO which allowed for the condominiumization of up to 4 units. Situated on 4.18 acres of balustraded terraces overlooking reflecting pool, formal gardens, broad lawns and mature trees in Edgewood Park, minutes from downtown Greenwich.  Garages for 5 cars, carport and tennis court complete this true English Country Estate.","4.18 Acres",9850000,"SingleFamily"
20264,19,24,1890,"PRIVATE WATERFRONT COMPOUND.  Wallacks Point is a once-in-a-lifetime opportunity to own 6+ acres on Long Island Sound. The unique estate is set on a coveted quiet lane, consists of 2 Coastal Homes and 5 Cottages.  The vintage Fieldstone Manor highlights endless water views, two beachfront cottages and a 205 ft dock. The 1890's Carriage House with Gunite pool and sweeping lawns has been updated and expanded throughout the years.  Both homes boast over 500 feet of private sandy beaches. Enjoy sensational sunrises and sunsets, kayaking, paddle boarding or boating in your own private sanctuary. The buildings make up 55 rooms, 19 bedrooms, 20 full/4 half baths and over 20,000 sq ft in total. Multiple options for use of property, possible subdivision or leave as-is and enjoy the room to entertain. Only 38 miles to New York City, close to several trains, shopping, and restaurants. Floorplans available, please inquire. Paradise found at Wallacks Point!","271378 sqft",9800000,"SingleFamily"
5600,5,7,2021,"Modern, One of a Kind, Direct Waterfront, New Construction Home with Pool & Dock Located on Westport's Desirable Saugatuck Island!!! 5,000 Plus Square Feet of Fin Living Space including a State of the Art Kitchen and Separate fully outfitted Prep Kitchen, Large Great Room w F/P and Massive Glass Walls open to a Floating, Polished Concrete Deck with Glass Railings.DR, LR w F/P and Study/5th BR all with STUNNING Water Views! Take the Glass Elevator to the 2nd Floor and step out to more Incredible Water Views as you step into the Master Suite where more Floor to Ceiling Glass Walls proceed to take your Breath Away! Spectacular Water Views await in the Stunning Master Bath with Calcutta Gold Marble, Custom Soaking Tub, Over sized Shower with a Water View, Rain Head and Hand Held Spray. The MB leads to the Custom Master Closet to Die For! The other BR's are all En Suite with Large Custom Closets and More Sensational Water Views!  Prepare to be Astonished as you Proceed up the Stairs to the Amazing 1450 SF Rooftop Deck with more Breathtaking 360 Degree Water Views. Glass Railings Allow you to Take in the Full Water Experience as you Gaze at the Windsurfers, Sailboats and Beautiful Views! The Builder has Installed a ""Bison Elevated Decking System"" on the Rooftop which allows rainwater to drain down through the 24X24 inch Porcelain Tiles. The Outdoor Kitchen and Fireplace Complete the Rooftop Experience. Outside is a 14x'x28' Pool along with 500 SF of Covered Area and Deep Water Dock","14810 sqft",9499900,"SingleFamily"
9279,6,8,2020,"European Resort-Style Living in Back Country Greenwich. Custom-built by renowned Metro-area commercial contractor to be the home they wanted to build for themselves, this rare opportunity to acquire a newly built architectural gem in a renowned community can be yours. It is a contemporary style home over 9,000 square feet in size, configured as a 6-bedroom suite family home, fully-featured with luxury amenities throughout such as centrally controlled state of the art media, climate, lighting, multi-zoned sprinkler, security system, a full house generator, and underground utilities. The main bedroom offers a spa-like bathroom and an oversized walk-in closet. It has direct access to the first-floor balcony overlooking the gunite pool and wooded landscaping. Three oversized garage with a single post car lift. Relax at the lower three-season patio with cinema-quality lounging by the fireplace. The full built-in gas grill kitchen is complete. Check out the Virtual Tour and enjoy!","No Data",9285000,"SingleFamily"
14114,7,10,1992,"The beauty of the landscape, artfully arranged in the fashion of a European country garden, wonderfully blends with the romance of this lovely Georgian Brick Manor House. On 2.5 acres that nestles alongside the grounds of a former Rockefeller Estate, gently rolling lawns and a wide variety of flowering trees create a horticultural tapestry enjoyed from sunburst-capped French doors and generous bay windows. Automated awnings add delightful shade to the impressive tiered entertainment terrace and a charming ivy-draped loggia complements the sunny lawn where a swimming pool is cradled by perennials. Approached from a private lane and pebble courtyard, double doors open to a dramatic entry hall of marble, a fitting prelude to more than 13,700+/- square feet of entertainment and family spaces inspired by KKB Interiors of Greenwich. The prevailing charm of yesteryear, Venetian plaster walls, extraordinarily high ceilings, classical stepped moldings and parquet floors are showcased in beautifully scaled, light-filled rooms. For every gathering, the living room provides an elegant stage with a crackling fire, illuminated cockleshell wall niches and stereo music setting the tone. Dinner invitations will mark the calendar, and always be truly memorable when served in the regal dining room (18.8 by 25.8). A handsome cherry wood library with fireplace and a fire-lit solarium are two favorite spots for catching up at the end of the day. A remarkable passageway with panel walls and a rotunda featuring a hand painted mural quietly unites formal and informal spaces. Capturing breathtaking garden vistas, country ease and in-town sophistication combine in the family room with fireplace. The breakfast room and custom gourmet kitchen with well-appointed butlers pantry capture a south-facing exposure. A three-stop elevator, four car heated garage with lift and two powder rooms add to the homes sophistication. True luxury is felt from the moment you enter the master suite featuring a sitting area, separate study, a fireplace, two balconies, two customized wardrobe and dressing closets plus two sumptuous marble baths highlighted by a European style steeping tub and sauna. An upstairs family room, five bedrooms including an oversized suite, and four baths extend warm hospitality on the second floor, while a primary guest suite with terrace and full bath is privately arranged on the main floor. A stunning garden level adds a dimension to in town living thats virtually beyond compare. A spacious entertainment-media room and indoor cabana with beverage serving area and changing rooms are located just meters from the pool. The English tap room has a dance floor complete with disco lights; the 2,000+ bottle wine cellar has a professional sommelier station and custom installations bring a touch of Hollywood into the 10-seat theater. With a mirrored yoga or exercise studio, massage room, game room and billiards room, there's no better place to savor your free time. ","2.50 Acres",9250000,"SingleFamily"
10286,6,8,1998,"Stunning brick Georgian manor on Round Hill Road in prestigious Mid-Country. Built to the highest standards, this exceptional 10,286 square foot home offers privacy, fine architectural detail, soaring ceilings, new kitchen adjoining large family room with fireplace, first floor guest room, exercise room, pool and lake views on 6.2 level and beautifully landscaped acres.","6.20 Acres",9200000,"SingleFamily"
9360,7,10,1955,"The Beatles heritage of this home helps one imagine a completely renovated 2020 home where your family and loved ones gather to relax and rejuvenate in one of the most beautifully private and pleasure filling places. Imagine a resort setting with every amenity meeting the needs of your greatest desires from personal tennis courts, home gym and riverfront with waterfalls to canoe, paddle or swim. Indulge in the property's pool and spa with steam room as one of the many indulgences. Perennial walking trails throughout the ample acreage lead to green and serene spaces for contemplation, yoga or meditation. Imagine the experience and ease of multi generational luxury with more than 11,000 square feet of high design. Listen to the young ones laugh and play on the lawn or while the teens enjoy movie night in the river house and the adults take in the glories of mother nature from the many decks and balconies overlooking the roaring river water views. Imagine the ease of modern living in the main house with an exquisite owner's suite and separate guest quarters while when required there are quiet offices for the work that must be done all situated with great thoughtfulness in this stunning architectural delight. Main house, guest house, river house and green house combine to offer a sleek sanctuary. This riverfront masterpiece offers the opportunity to experience the simplicity of bliss in the same setting where the Gershwins and The Beatles were inspired! Run away to River Run!","119790 sqft",9e+06,"SingleFamily"
13063,7,11,1927,"This 13063 square foot single family home has 7 bedrooms and 11.0 bathrooms. This home is located at 23 Khakum Wood Rd, Greenwich, CT 06831.","5.83 Acres",8995000,"SingleFamily"
8963,6,8,2020,"Spectacular, NEW CONSTRUCTION - 14,000sf estate sited on 2-1/2 acres includes 12,000sf living space plus a 2,300sf detached, 2-story, heated and air-conditioned barn, a 20ftx40ft pool with infinity edge spa and areas for at-home offices and, full indoor and outdoor family entertainment activity.  The home offers a timeless elegance combined with a modern-chic sophistication offering a wide-open, light and airy ambiance.  Features include a master chef's kitchjen with two large center-islands finished in black, leather textured granite surrounded by elegant, ploished porcelian countertops.  A magnificant master suite offers 20ft ceilings, a gigantic dressing room with a walk-in closet and a gorgeous bath finished in Thassos marble accented by a 20ft window overlooking the exquisitely landscaped grounds.  The 3rd floor offers two en-suite bedrooms that can also be used as private office areas.  The lower level offers a home theater, exercise/Yoga room, a Tuscan inspired wine cellar with separate tasting room and 2nd family room with fireplace.  The ouitdoor family entertainment area features a covered area with fireplace and T.V. and an open area with a gas-powered fire pit, a full outdoor kitchen and a stunning pool accenting the private grounds.  The estate also offers two private entrances - one offering entrance to the main residence and the second to the barn and garageing areas.","107593 sqft",8995000,"SingleFamily"
5497,7,8,1914,"Surrounded by Long Island Sound on 3 sides, this 5,497 SF+/- waterfront compound has defined the southern tip of Shippan Point for over a century. From your own private peninsula, you'll be uniquely positioned to enjoy the sun rising out of the Sound and setting back into the water with the Manhattan skyline as the backdrop. The main residence was designed by Hunt & Hunt Architects and completed for inventor Thomas Robins in 1914. This home has been completely modernized with the highest quality fixtures and finishes. Each room is meticulously designed and oriented to take in the panoramic water views.  The gatehouse, with guest quarters above, stands sentry to a gated and professionally landscaped 1.67 acres+/- featuring prominent rock outcroppings, lawns, walking paths, and specimen","1.67 Acres",8995000,"SingleFamily"
15773,6,12,2003,"Majestic Georgian Colonial perfectly sited at the apex of an elevated 2+ acre property situated within a private association in a prime Greenwich ''mid-country'' location off Lake Avenue. Grand double-height paneled center hall entrance featuring a striking curved staircase. Gracious kitchen open to a magnificent family room with stone fireplace. Impressive formal entertaining rooms, ideal for large gatherings, plus a spacious paneled home office. The second floor features a luxurious principal bedroom suite with ample sitting room plus two bathrooms and double dressing room. 5 inviting guest bedrooms with bathrooms ensuite plus an upper family room complete the second level. There's a spacious finished third level, ideal for sleepovers or staff, plus an enormous finished lower level featuring a Crossfit style gym, sports green, sauna, home theater, game room, wine cellar plus a family room. The luxury lifestyle continues outside with stunning features which include a 7,000 sq. ft. custom stone terrace surrounding the oversized pool and flanked by the amazing cabana with outdoor kitchen and wood burning fireplace. The exquisitely landscaped property includes separate driveways for family & guests, plus ample space for outdoor activities. A quintessential luxury Greenwich estate for all seasons...","90604 sqft",8995000,"SingleFamily"
8933,6,9,1991,"West Wind Hill, a bespoke country estate on 389 acres sits on the crest of a plateau overlooking panoramic protected views. Classic stone and shingle manor house with formal courtyard sited perfectly to experience spectacular sunsets and fairytale mists combined with the upmost in privacy. Access is via a private gated road that winds through trees, past old stone walls with glimpses of open meadow, and serene pond. Spacious rooms perfect for entertaining include a great room with a soaring peaked ceiling and a 20’ stone fireplace, sun-filled formal dining room with three exposures, huge Chef’s kitchen with a massive stone fireplace and adjoining catering kitchen. Beautiful reclaimed chestnut floors, exquisite detailing and banks of windows and French doors. The paneled library, office and master bedroom suite are located on the first floor in a private wing of the house. Billiard room, complete with mini-kitchen, full bath and adjoining guest bedroom. Second-floor master guest room with soaking tub and deck with views. Two bedroom suites with ensuite bathrooms, charming children’s bedroom and an office complete this floor. Lower level with a media room, half-bath, wine tasting room and wine cellar with adjoining prep kitchen. Laundry room, craft room and gym. Beautiful stone steps lead to a stunning pool & pool house with full kitchen & tennis court. Two building maintenance court contains a pumping system for irrigating the lawns and gardens.","16944840 sqft",8995000,"SingleFamily"
15200,7,11,2017,"Enjoy hilltop serenity in this premier custom built 2017 Hobi award winning Georgian Colonial. Beautifully proportioned rooms and open floorplan lead to exquisitely designed outdoor entertainment spaces featuring covered veranda, expansive stone terraces, pool, spa and pool house. A luxurious master wing with four ensuite bedrooms on the upper level, an in-law suite on the lower level and a possible 7th bedroom on the first floor provide abundant living accommodations. The finished lower level provides the entertainment with rec room, theater, bar, wine cellar and commercial sized gym. Garage prewired for 4th car lift. Every aspect of this exclusive offering has been thoughtfully and meticulously crafted raising the bar for the finest living in Greenwich CT.","4.01 Acres",8900000,"SingleFamily"
5759,5,6,1924,"First time on the market in 40+ years. A long tree-lined drive approaches this serene 13.14±-acre country estate currently divided into 4 lots in a 2-acre zone. In its own secluded setting, this charming home has an inviting step down living room with a beamed ceiling, handsome built-ins and stone fireplace. There is a formal study off the living room with 3 exposures overlooking park-like grounds.  The light filled dining room features an oversized bay window and stone fireplace. Step outside to the terrace where a long stone path leads down to the beautiful pool surrounded by lush landscaping and sweeping grounds. Adjacent to 77 acres of conservation land, this property offers supreme privacy in mid-country Greenwich.  A rare opportunity to restore/build new to create a family compound.","13.14 Acres",8900000,"SingleFamily"
18811,5,11,2002,"Just 90 minutes from NY and minutes to both Washington Depot and Bantam for great dining and shopping, this magnificent modern home designed by Architects Gray and Organschi offers a private and serene setting and is one of the most significant properties in Litchfield County. The award-winning buildings which dot the 56+ acres takes advantage of the gentle hills and 5-acre spring fed swimmable pond. It is an architectural tour de force-- constructed of granite, limestone and Alaskan cedar. The 15,000+ sf Modern home offers 5 bedrooms, 4 full and 5 half baths with an unprecedented amenities of an indoor pool with his and hers changing rooms, squash court, screening room, wine & exercise rooms with swedish sauna. The materials, craftsmanship and fixtures are extraordinary: arched birch slat ceilings, custom mill work, teak window frames, plaster walls, marble baths, sandstone floors, 12 fireplaces and a lead-coated copper roof.  A full lighted tennis court with viewing room and guest quarters grace the landscape. The architectural folly with it's 50-seat amphitheater give the highest panoramic views in the area which are some of the best in Litchfield County! A Gate house/Guest house with three bedrooms, kitchen and Living Room greet you at the entry of the property.  Gorgeous meadows of indigenous plants, light woods with walking trails, perennial gardens and stone walls grace the 56+ acres.  All within minutes to Washington Depot. Conservation easements.","2469416 sqft",8750000,"SingleFamily"
8.5,6,NA,2016,"This 7832 square foot single family home has 6 bedrooms and 8.5 bathrooms. This home is located at 5 Hidden Hill Rd, Westport, CT 06880.","1.16 Acres",NA,"SingleFamily"
10360,7,9,1930,"5 ACRES NEAR TOWN.  Restored 1930 Twatchman Georgian beauty. Pool, tennis court, and pond views. A gourmet granite kitchen & 3000 bottle wine cellar, encompassing gala rooms w/french doors opening to verandahs, plus 7 bedrooms & 7.2 baths.    45 Minutes to Manhattan","4.85 Acres",8500000,"SingleFamily"
15037,9,14,1999,"Award-winning modern-day Queen Anne Home sits elegantly on 3 private acres with Long Island Sound views in the enclave of Sasco Point. Inspired by the Inn at Shelburne Farms in Vermont's Lake Champlain, this estate incorporates classic Queen Anne Victorian style elements with modern-day amenities and room for multiple generations of family and guests. Everyone is comfortable in this Home, whether in an intimate gathering of 10 or a party for 100. Classic elements of the style are abundant on the exterior from the rounded tower, turrets, sweeping verandas, steeply pitched slate roof, corbelled chimneys and turned-wood columns. The earth tone colors are classic. Once inside, the grand foyer, recipient of the AIA's Design Award, hints at what awaits from the double stairway of quarter sawn oak with turned balustrade, oak paneling and grand arches. The formal rooms on the main level are a quintessential Queen Anne floor plan of a stunning formal dining room w 2 large parlors w pocket doors. These doors afford flexibility for enlarging or reducing gathering spaces. The balance of the Home is lovely with every modern amenity. From the 2 chef Kitchen with painted tin ceiling and gourmet appliances to the Family Room with stunning brick fireplace. Special features include multiple private guest suites; 20x40 Pool w Kitchenette, Built-in BBQ w cooktop. Elevator; Theater; Private Apartment w full Kitchen, Bedroom, Living Room, Laundry; Generator. See addendum w Features & Floor Plans","138956 sqft",8395000,"SingleFamily"
9712,6,9,1935,"On a quiet, private lane this exquisite estate is a stunning one of a kind architectural showcase evoking european grandeur and sophistication. Renovated to an amazing standard and decorated to perfection. 9+ rolling acres of high property in a beautiful private park, english gardens, heated indoor & outdoor pool and tennis court and 2 separate property parcels.","9.43 Acres",8275000,"SingleFamily"
11017,7,8,1900,"Sunridge Farm, one of Greenwich's last remaining Great Estates, offers a rare combination of spectacular park-like land and a home of architectural mastery.  A romantic Italian style villa commissioned by the founder of American Standard Co., exceeds all measures of architectural quality.  The compound consists of the main residence, guest house, pool, pool house, tennis court, and pump house. With formal and secret gardens, expansive lawns and grounds and a dramatic allay, offering an unprecedented botanical park and utterly private estate.  Unique and unable to be duplicated today.","10.68 Acres",8210000,"SingleFamily"
10762,8,9,1850,"Enjoy sunrises overlooking LI Sound with sweeping views of Hay Island, the Fish Islands and Green's Ledge Lighthouse. House completely renovated in 1992 including an expansive addition and a recently remodelled kitchen. Enter through the foyer with soaring ceilings, fireplace & magnificent bifurcated staircase. Exquisite custom moldings throughout. Eight fireplaces. Formal living room & dining room, 2 story library with spiral staircase. Master bedroom en suite with fireplace and sleeping porch. Plus 5 bedrooms 4 baths. Two bedroom, 1 bath apartment over 3 car heated garage.  Guest cottage with 2 bedrooms and 2 baths. Dock with power & water. Once in a lifetime opportunity. Close proximity to NYC. See map regarding building parcel.","129808 sqft",8200000,"SingleFamily"
9651,8,13,2006,"Exquisite stone & clapboard Georgian showcases exceptional architectural details & high ceilngs. This 8 bd, approx.10,000 sq ft home is sited on 3.3 priv, level acres/ pool & pool hse on a quiet lane in mid-country. Lux front-to-back entr hall features an elegant staircase & Fr doors to the terrace. Inviting LR/fpl leads to a beautifully paneled library/ fpl & coffered ceiling. Lg formal DR/ fpl has coffered ceiling & long windows. A gourmet kitchen & brkfst rm/fpl, lg island is adj to the fam rm/high vaulted ceiling, fpl & Fr doors to terr. A bdrm/bath & 3 half baths complete the 1st fl. Stunning mstr suite/ 2 baths, 2 walk-in cl, office & mini kit, 4 en-suite bdrms & billiard rm complete the 2nd fl. There is a 3rd fl ensuite bdrm, finished LL /wine cellar, staff suite, storage. Elevator.","3.34 Acres",8100000,"SingleFamily"
6307,6,6,1927,"""Westerly"" is being offered for sale for the first time in 51 years and only for the 3rd time since it was built in 1927. This beautiful country estate with pool, tennis court, gazebo and warming hut/private office is hidden from view off Greenley Road. Set on 10.13 private acres of established trees and memorable gardens, the 3-story brick house with massive slate roof is an impressive sight when approached at the end of the long, gated front drive. Notably, these 10 acres are bordered by another 40 acres of Land Trust woodland and hiking trails. Westerly's front entrance opens to a grand hall and a view that extends through the French doors to the patio beyond. Here, entertaining begins as this hall opens to a wood paneled Library as well as generous Living and Dining Rooms, each with paneled walls, fireplaces and two pairs of French doors to the rear patio. Prepping for such gatherings is easy with the fully outfitted butler's pantry and an updated, modern kitchen. Upstairs, a wide landing leads to a master suite with sitting room. Three large bedrooms, an ironing room, plus two small rooms or offices comprise the remaining 2nd floor rooms. An expanded third-floor family room/playroom and adjacent bedroom suite provides great space for long-term guests or visiting family. The three season glassed in porch off the Living Room provides excellent views of the pool and a classic brick pool deck. This is a once-in-a-lifetime opportunity to acquire a truly remarkable estate.","441262 sqft",8e+06,"SingleFamily"
NA,NA,NA,NA,"Franklin Hills Estates and Country Club is made up of approximately 335 acres ,three parcels , Franklin Assessors lots Map 37 Lots 1 & 11 , Map 36 Lot 2 and Zoned PPRD ( Planned Recreational Developement Dristrict ) which allows for a Golf Course Community and Mixed Residential/Recreational districts . The Franklin Planning and Zoning Commission approved New Commercial Site Plan Special Exception for 7400 yard and 18 hole Arnold Palmer Signature Championship Golf Course,Driving Range ,Practice Areas , 40,000 s.f.full service state of the art Clubhouse including Banuet and Dining facilities Spa and Wellness facilities along with 100 Luxury Suites attached , Maintenace Building , Comfort Stations , all with supporting parking areas with access roads . All required Federal, State and Local permits to facilitate Zoning Approval have been approved and are Current . To date approximately 3 million dollars of contruction has taken place which includes site clearing destumping and grading for roads accessways  fairways ,Tee Boxes and Greens have been roughed shaped for most of the 18 Holes In addition a lined 13 million Irrigation Pond has been constructed . Public Utilities Sewer, Water Electricity are available in Conn Route 32 . The development of a Residential and Retail components is under consideration with ample Prime Land set aside for several development options",NA,8e+06,"Unknown"
4000,4,5,2005,"At the very point of Willowmere is an impeccably maintained custom built home that features beautiful details in the cabinetry and finishes throughout and water views from every window. The detail runs to the backbone of the house as the super-structure is framed in steel. The first floor has a gourmet kitchen and a large great room with 11' ceilings and hardwood floors. Within the great room is a charming dining area with curved floor-to-ceiling windows drawing you to the calming views of Greenwich Cove. A wet bar and spectacular stone fireplace are features in the living room area. Down the hall from the entry is a cozy cherry paneled library. The spacious master bedroom suite includes a sitting area with views of Tod's Point and Long Island Sound. The master bath has a steam shower","0.26 Acres",7995000,"SingleFamily"
11482,6,11,2000,"Westport's premier riverfront estate, Seagram's Creek is a private family compound like no other. Award-winning architect Michael Greenberg was inspired by an antique chestnut barn in neighboring Weston, moving it to its current location where it serves as the home’s stately muse. Once the country estate of Seagram CEO Edgar Bronfman Sr., the current owners renovated the home in 2017, bringing in top interior designer Meg Sharpe to infuse a light and modern aesthetic into the home’s original vision. Native stone fireplaces, soaring ceilings, and exposed beams captivate throughout chic living and dining spaces and a first floor master suite forms a serene retreat. Outside, spectacular honed marble terraces overlook the resort-like pool, pool house and tennis court. A separate studio serves as an ideal home office, located just steps from the main house. Privately sited on 13 lush acres including 750' of riverfront, sylvan walking trails and rolling lawns, this is the country home of your dreams.","564102 sqft",7995000,"SingleFamily"
8282,5,7,2016,"Just like a Rolls Royce, this strikingly impressive home is a marvelous example of hand-craftsmanship, born from the finest materials and honed with masterful skill.  Equally impressive is the gated property, a perfectly level 2.1 acres replete with specimen trees & shrubbery, a great lawn featuring an extraordinarily large pool with elevated waterfall spa plus custom stone terraced entertaining areas.  Whether you're inside or outside, uncompromising quality abounds, at every turn.  Add to this a prime Greenwich ''mid-country'' location, and you have the makings of a most luxurious living experience.","2.10 Acres",7995000,"SingleFamily"
14532,7,10,2001,"Exceptional stone and brick manor, with beautiful architectural detail, is sited high on a hill overlooking a breathtaking pond and 4 park-like acres. Exquisite 2020 updates include the spacious main-level rooms which feature double-height (20-25ft) ceilings, dramatic floor-to-ceiling windows, and herringbone hardwood floors. The living room; the distinguished formal dining room; the gourmet dine-in kitchen and the adjacent family room have all been transformed to meet today's style. The luxe master suite features a sitting area with fireplace, balcony overlooking beautiful pond and luxe bath with whirlpool tub. Enchanting grounds include 60 foot pool, tennis court, guest cottage and garage space for 12 cars.","4 Acres",7900000,"SingleFamily"
12402,6,11,2009,"BUILT TO PERFECTION BRICK & LIMESTONE ''SMART'' HOUSE W/21ST CENTURY TECHNOLOGY & Mechanicals. 4 ACRES (IN 2 ACRE ZONE) OF MANICURED PERFECTION WITH BEAUTIFUL WROUGHT IRON GATES & STONE WALLS FOR PRIVACY & SECURITY. THE EXTERIOR OUTDOOR ENTERTAINING areas FEATURE EXPANSIVE TERRACES w/cooking center, fireplace, SPA,POOL,POOL HOUSE,ORGANIC VEGETABLE GARDEN,LAKE W/FOUNTAIN & LUSH LAWNS. THE INTERIOR OPENS TO TWO STORY MARBLE ENTRY WITH DUAL STAIRCASE, FORMAL LIVING ROOM W/FRENCH DOORS, LARGE ENTERTAINING ROOM, EAT IN KITCHEN W/ professional grade APPLIANCES,FORMAL DINING ROOM & pantry. 1ST FLOOR HALL LEADS TO Guest SUITE OVER GARAGE. 2ND LEVEL W/BEAUTIFUL BALCONIES THRU OUT FEATURES 6 ENSUITE BEDROOMS. LOWER LEVEL OFFERS LARGE THEATRE, WINE CELLAR, & 2 ADDIt'L ROOMS. Full capacity Generator","175111 sqft",7850000,"SingleFamily"
