"AREA","BED","BATH","BUILT","DESCRIPTION","LOTSIZE","PRICE","TYPE"
2592,3,3,1988,"Charming Federal-style Colonial nestled in a quiet neighborhood, yet centrally located just 20 minutes to both Downtown Hartford and the UConn Storrs Campus. This bright and airy 3 BR/2.1 Bath home features a gracious foyer that opens to the formal living room with high ceilings and a wood burning fireplace. Pocket doors open to the adjacent dining room making for a perfect space for entertaining. The kitchen has stainless steel appliances, a breakfast area and sliders to a sun porch/solarium. The first floor also features a large family room with sliders to a cozy stone patio, a half bath and direct access to the attached two car garage.  Upstairs is a large, sunny landing that opens to a beautiful master suite with cathedral ceiling and adjacent en-suite bathroom and large walk in closet. Two good-sized guest bedrooms and an additional full bath complete the second level. The basement offers great space for storage and potential for additional living space such as a home office, rec/play room, etc. Off the back of the home is a large deck for outdoor entertaining that leads to a level side yard perfect for play and recreation. Other features of the home include central air, efficient propane heating, large level yard, and more. This home is not to be missed!","42253 sqft",339900,"SingleFamily"
3368,4,4,1979,"Sprawling 3.13 acres of property which consist of a beautiful octagon in ground pool, an old 3 stall barn, a shallow running brook and a great home! This ranch has generous size rooms, 6 panel int. doors, central air, central vacuum, kitchen has quality ceiling height cabinetry, high ceilings,  gorgeous oversized windows in main living spaces bringing much light into the rooms. 3 season cathedral porch off kitchen which is surrounded by windows to sit and relax and take in the backyard and the privacy it has to offer. Bonus of an amazing workshop in lower level and a 1000 sq ft in law apartment! This living space is fully equipped with a large bedroom, full bath, fireplace, kitchen and huge open living area. This is an estate and does need some cosmetic updates to make it truly up to date! Being sold 'as is', available to close June 30th","136342 sqft",449900,"SingleFamily"
3384,5,6,2018,"Totally rebuilt in 2018, this spectacular classic colonial will have you amazed from the moment you step inside. Nestled on a quiet street at the end of a cul-de-sac, this beautiful home sits on .50 acres of lovely property. Walking in the front door, you are greeted with high ceilings throughout with gorgeous dark hardwood floors. The flowing floor plan between the kitchen, dining space, and living room is just perfect for family life and entertaining. Step into the open concept family room with custom built ins and gas fireplace, fantastic attention to detail and design elements. The sun-drenched chef's kitchen with walk in pantry, working island and breakfast bar flows in the dining area with glass doors to the screened porch overlooking the private back yard. A spacious 1st floor bedroom w/ full bathroom is perfect for a guest suite, play room/office. Upstairs, the sprawling master suite features 2 incredible walk in closets and a spa-like master bathroom with soaking tub, glass shower and custom barn door. The second level hosts 3 additional spacious bedrooms, 1 with private bath and 2 sharing a J+J bathroom with double vanity. A large laundry room completes the 2nd level. The finished walk out lower level with 1/2 bath offers many options including: playroom/office space/in-law apartment w/ no steps entry through the 2 car garage. With fabulous design, wonderful color scheme, and spectacular space, this home is truly a must see!","21780 sqft",985000,"SingleFamily"
2487,3,3,1989,"Impeccably maintained colonial farmhouse set upon a well-manicured 1 acre lot offering 3 bedrooms, 2.5 bathrooms and a perfect backdrop that creates rooms that flow together for entertaining friends & family for years to come. An oversized kitchen lends itself to great storage space, a center island and ample room for your expansive kitchen table, not to mention the convenience of a built-in desk and pantry. The great room has direct access to a bi-level deck and boasts a cathedral ceiling filled with windows letting in an abundance of natural light with a striking 2 story fireplace. Adjacent to the family room is a formal dining room as well as a large living room. The second floor has 2 generous sized bedrooms a full bathroom plus a master suite and bathroom fitted with a shower & jetted tub. The unfinished basement sprawls the entire lower level with walkout access to your patio, deck and yard featuring ornamental trees and perennial gardens. The two car garage, wrap around porch and striking sunsets and hillside views are the finishing touches on this home. Showings start 4/22/21- schedule your visit today!","43560 sqft",425000,"SingleFamily"
3201,4,3,1997,"Custom, well-appointed Colonial situated on desirable cul de sac street has been impeccably cared for and meticulously maintained by the same family. Conveniently located just minutes to everything...highway, golf course, park, restaurants, schools, shopping & town center. The bright two-story foyer is the gateway to an abundance of versatile living space perfect for today's lifestyle. Enjoy quality family time in the spacious great room providing views of the private back yard which abuts to town open space. Work from home in the main floor office with double closets or use as a main floor bedroom. Create your favorite meals & entertain with ease in the ample kitchen filled with oodles of natural light, center island, generous dining area that seats 14 comfortably and access to deck. Bringing in groceries from the oversized garage and doing laundry just got easier with their close proximity to the kitchen. Head to the upper level from either the front or back stairs hosting the master suite w/trey ceiling, 3 generous bedrooms, an enormous rec/playroom/multi-purpose room and private nook ideal for curling up with your favorite book.  Full walk-out basement which can be finished for additional living space, new dishwasher (2021),new furnace w/transferrable warranty (2019), Gould well pump (2018), young well tank & water heater, crown molding, hardwood flrs, great closet space are other features found in this beautiful home. HURRY! Be the 2nd family to make priceless memories.","75794 sqft",629900,"SingleFamily"
3225,3,3,2001,"This beautiful colonial is conveniently situated just minutes from I84. This country cul-de-sac is perfect for walks and bike rides while enjoying the views of the surrounding beauty.  Just minutes from parks, hiking, boating and fishing. This home is perfect for entertaining with it's large living room with cathedral ceiling, fireplace and large windows that bring in a beautiful amount of natural light over looking the back yard and endless views.  Great working kitchen with granite counters, island with an additional sink, walk in pantry, casual seating and even additional seating at the peninsula. Bonus room located upstairs with endless possibilities!","83635 sqft",599900,"SingleFamily"
2999,5,4,1946,"Sitting right at the border of Fairfield and Westport in a highly desirable location, this charming Colonial will allow you to enjoy what both cities have to offer. Conveniently located for easy access to both Merritt parkway and I95, only 6 minutes away from the train station, and Southport beach is a bike ride away.  This home is sited on over 1.5 acres with setbacks from the road and offering a wonderful private back yard with potential space to add a pool to this perfectly level yard. Cozy and stylish with a twist of French flair, this beautifully maintained home offers a charming fireplace in the large living room which leads to an open concept dining room and a large kitchen.  On the second floor, the large master bedroom suite includes a fireplace, the master bath, and a dedicated office. It is separate from the other 4 generous bedrooms completed by two full bathrooms. Come and see!  Agent/co-owner.","69696 sqft",1029000,"SingleFamily"
2090,3,2,1915,"A must see Home!  Create memorable gatherings on the first floor of this lovely Bungalow/Cape style home. Owners purchased the home in 1984 and  carefully renovated as well as adding on in 1993. Newly remodeled kitchen opens to the dining and family room make this a great entertaining space. Radiant heat floor (thermostat controlled) at the kitchen side door area. Stainless steel appliances, soft close cabinets and drawers plus polymer quartz counters make this an ideal working space. Step down to the family room where windows fill the room with light and French doors lead the way to a deck that provides a special place for relaxing with your morning coffee. The Livingroom spans the width of the house and offers original hardwood floors, working woodstove and Thermopane windows that create a warm and light-filled space. Main level full bath is a recent remodel.  New furnace/central a/c (Dec. 2019) as well as solar panels support energy efficiency. Craftsmanship is evident in this well cared for home.  Short distance to CCSU, West Farms Mall, Stanley Quarter Park, Playground, tennis courts, pond, golfing, highways and more!","7405 sqft",259900,"SingleFamily"
2592,3,3,2002,"Pristine newer Colonial in a quiet country neighborhood. Solid Oak floors throughout the main level. Woodburning fireplace with a tile surround with custom mantle. Walkout finished basement with laundry. Professionally landscaped park-like setting with specimen plantings. Upper patio with adjoining deck and lower patio access from the walkout basement. Invisible fence pet containment. Whole house automatic generator propane-fueled. Tilt-out windows for easy cleaning. 10 minutes to New Milford Green with shopping, theaters, restaurants, and the hospital. 12 M to Metro-North. Large shed, a space for the serious gardener or workshop.","41382 sqft",399999,"SingleFamily"
1345,3,1,1956,"Update ranch, amazing location on the Lebanon Green. Large family room with wood cathedral ceiling, french doors to a large private deck.  This is a spacious 3 bedroom ranch - features a large Master Bedroom. This home has an open floor plan, updated bathroom, family room, furnace, water heater, roof, doors and windows. A modern, open feeling home with a large 2 car attached garage. Please note that the driveway is on a right of way. Make sure to check out the link to the 3D tour of this home!","20908 sqft",229900,"SingleFamily"
1082,3,1,1960,"Please note this is NOT on West St but on West St Terrace and off the beaten path in a quiet neighborhood.     Well maintained ranch with all of the amenities! It's got the open floor plan, granite counters, hardwood floors, stainless steel appliances but so much more...2 care garage with automatic door opener, fenced in backyard, central air, finished room in the lower level for some added flex space, his and her sinks, and laundry hookups on the first floor. Plus, it's conveniently located near retail stores for easy grocery shopping, pharmacies, restaurants, etc. This house is easy to love, easy to maintain, and easy to manage.","10890 sqft",249500,"SingleFamily"
2472,6,3,1961,"SPACIOUS 12 ROOM 6 BR HOUSE IN QUIET NEIGHBORHOOD!  HW FLOORS!  CENTRAL AIR! MANY UPDATES IN 2008 & 2021 INCLUDE ROOF, WINDOWS, KITCHEN & BATHS!  FLAT LEVEL LOT!   WALK TO PIRE MEMORIAL PARK WHICH IS IN THE NEIGHBORHOOD AND HAS A BASEBALL FIELD AND BASKETBALL COURT!!  MORE INTERIOR PHOTOS TO BE UPLOADED BY APRIL 26TH OR 27TH.","18295 sqft",342500,"SingleFamily"
1183,3,1,1937,"Cape style home. Shared driveway. Occupied by tenants. The house needs a little TLC. Sold in as is condition.","6969 sqft",149900,"SingleFamily"
2049,4,2,1933,"Location Location Location!  Welcome home to this 4 bedroom","14374 sqft",275500,"SingleFamily"
2522,4,2,1930,"Rivercliff - Extraordinary Opportunity to own 150+ ft of Waterfront on the Housatonic River with glorious views and sensational sunsets sited on the lovely landscape.  A true classic 1930 three-bedroom colonial that is stylish and sophisticated with wonderful architectural details. You can easily move into this well-maintained home to take your time to envision future improvements or expansion possibilities that include a deep-water dock and or subdivide for a family compound to maximize your waterfront dream. Not to be missed if Milford is where you want to be!  FLOOD INSURANCE IS NOT MANDATORY BUT AVAILABLE.","23958 sqft",6e+05,"SingleFamily"
2735,4,4,1966,"Expansive (4) Bedroom (3) Full Bath Colonial located in a wonderful neighborhood. The large eat-in Kitchen is the perfect gathering space, and offers new granite countertops, SS appliances & spacious breakfast bar. The large front living room is currently being used as a dining area, wonderful for large gatherings and entertaining. Master bedroom is huge and offers spa-like Bathroom with double vanity, jetted soaking tub and stall shower.  Also on the upper level are (3) Additional bedrooms.  Lower level offers over 700sq feet of additional finished living area and has another full bath, perfect space for move night or sleepovers!  This home also has a (2) car attached garage, Central air, outdoor entertaining area w/paver patio and shed.  THIS HOME IS A MUST SEE!","14810 sqft",324900,"SingleFamily"
2779,3,4,1988,"A Wonderful opportunity to move into Simsbury and create your dream home! Lots of potential awaits starting with its .93 acres surrounded by mature trees providing privacy, cascading shade and color all year long. This 3 bedroom, 4 full bath sun-filled Colonial offers a spacious sprawling floorplan offering over 3000 square feet of living space.  The first floor offers an eat- in kitchen with center island, wood floors, slider to back deck, dining room with french doors, vaulted ceilings, wood floors, huge living room with fireplace and carpet, family room with vaulted ceiling, pellet stove, wood floors and french doors leading to the 2 story tiled foyer with a palladium window, laundry room, and a full bath.  Upstairs you will find 3 bedrooms, the master bedroom offers a vaulted ceiling with beams, ceiling fan, walk-in closet, full bath with shower, tub and exterior balcony. The original 4th bedroom was converted into a bathroom with a standing shower and a doorway to that space was created.  The lower level offers lots of storage and is partially finished.  This award winning town is ready to welcome you home into its close knit community while offering you extensive outdoor activities, beautiful views, boutique shopping, fine dining, hiking and bike trails,  Simsbury Farms & so much more. Its also conveniently located to Routes 10 & 202, convenient access to the Hartford area, Bradley International Airport and is conveniently located between Boston and New York City.","40510 sqft",339900,"SingleFamily"
3809,5,3,1900,"A backyard, a basement, a garage and plenty of parking are usually things that must be sacrificed when moving to the beach, but not with this house! Welcome to 87 Hawley Ave (formerly 87-89) in beautiful Woodmont, CT! This home boasts 3 full baths, 4-5 bedrooms, including a main bedroom with a walk in closet and a private deck overlooking Long Island Sound! Enjoy all that beach living has to offer while having plenty of space for both indoor and outdoor entertaining. There are water views from most rooms in the house, an outdoor shower after trips to the beach, a gas fireplace for winter holidays, a new paver patio, a new driveway and 2 decks with worry-free Trex decking. This house also has central air, natural gas heat and solar panels! The last unique feature of this home is the partially finished walk out basement with 11ft ceilings! You will be hard pressed to find another coastal home anywhere in Connecticut that checks off all these boxes!","8712 sqft",749999,"SingleFamily"
2397,4,3,1905,"Timeless elegance meets contemporary comfort in this spacious and stylish Waterbury residence. Designed to delight, this impressive property boasts multiple living spaces and a long list of contemporary updates that ensure you can simply move in, unpack and relax from day one. A striking curb appeal and unique enclosed porch welcome you to the property and draw you into the light-filled foyer. Laminate flooring flows throughout including in the formal dining room and the large living room with a cozy fireplace. Any passionate cook will adore the spacious eat-in kitchen with a suite of stainless steel appliances, sweeping countertops and a window overlooking the backyard. A full bath is housed on this main level for convenience while upstairs housed four good-size bedrooms, all with ceiling fans, and a full bathroom. The living space extends to the basement with a generous family room and a bonus room which could be used as an office or even an additional bedroom for when friends drop by. A half bathroom and a washer and dryer complete this level. A long list of updates have already been completed including a new boiler in December of 2020, a new hot water tank in 2019 and a new roof and solar panels were installed just four years ago. There’s a two-car garage and an alarm system. In the backyard you will find a sun-soaked two-tiered entertaining deck and a shed.  http://www.45calumetst.com/mls","9147 sqft",240000,"SingleFamily"
1701,3,1,1947,"Spacious 1701 Square Foot Cape with Full Rear Dormer Offering 3 Bedrooms (one bedroom on main floor), Fully Applianced Kitchen, Formal Dining Room,  Large Living Room and First Floor Laundry room which is Large Enough to also be utilized as a Den and or Office (closet included). Main Floor Features Hardwood Floor Throughout and Built-In Corner Cabinet in Dining Room. Second Floor Offers 2 Generous Sized Freshly Painted Bedrooms Each With Brand New Wall to Wall Carpeting. On the Second Floor - Main Hall, You Will Also Find a Large Walk in Closet That Would be the Perfect Spot For Second Floor (future) Bathroom. Sliding Glass Doors to Side Yard Deck. Enjoy the Level Rear Yard or Rest and Relax on the Covered Porch After a Long Day! Large Basement Offering Plenty Of Storage Space and 1 Car Garage. Plus Convenience of Public Water, Public Sewer! Goes Live for Showings April 22. Interior photos forthcoming!!","10018 sqft",199900,"SingleFamily"
2688,4,4,1985,"Nestled on a rear lot, this move-in ready home offers convenience and comfort. The generous lot abuts the Sachem Nature Preserve ensuring a view that is protected from future development. Built in 1985, the home boasts a layout that suits modern living. Four bedrooms and four bathrooms ensure room for everyone while the living spaces perfectly combine timeless elegance with contemporary comfort. Hardwood floors flow throughout the home. A living room with a granite surround fireplace leads into a dining room encouraging gatherings. A second living room adds flexibility. The heart of the home is the immaculate gourmet kitchen with everything the modern chef would need.  Top-end appliances, including a Sub-Zero refrigerator, will make preparing meals a true joy along with granite countertops, quality fixtures, and an abundance of solid cabinetry. The kitchen embraces the bright and inviting breakfast nook and leads out to the 500sqft deck.  Adding to the flexibility of the home is a spacious finished basement. The home is structurally in excellent condition (new roof 2019). The new owners will find ample built-in storage throughout, cable TV and speaker wiring in all the common rooms, and room for gardening outside. Easy access to the Rt. 95 and Cos Cob train station is a sought-after location for commuters. There are schools, parks, and services nearby while the heart of Greenwich is only moments away with shopping, cafes, dining options, and an impressive range of amenities","10454 sqft",1160000,"SingleFamily"
2861,5,3,1900,"***LARGE CHARMING ANTIQUE COLONIAL IN COVETED HISTORIC DISTRICT, STEPS FROM THE WATER***Enjoy 3 levels of living with room for everyone! Enter through the foyer to the main level with custom hardwood floors and moldings throughout. A formal living room, sunroom/office with a door to the side patio, formal dining room, eat-in-kitchen with stainless steel appliances, den with wood burning fireplace, laundry room, full bath and mudroom which leads to the backyard completing the main level. Choose between the two sets of stairs to get up to the second level which features the master bedroom, 3 additional bedrooms and a full bath. Walk-up to the finished attic featuring the 5th bedroom with a half bath along with a huge storage area and a cedar closet. The full basement has interior and exterior access. Off street parking with a detached 2 car garage. A level, partially fenced backyard with a shed and 2 beautiful blue stone patios make it a great place for entertaining. Conveniently located close to I95, train, shopping, public transportation, beaches and much more!","11325 sqft",425000,"SingleFamily"
7273,6,6,1953,"Quintessential Colonial set on over two picturesque acres in the Ox Ridge School District.  Rooms galore for all your entertaining, play and work at home needs.","121532 sqft",2595000,"SingleFamily"
1200,4,2,1900,"Fully refinished 2 story Colonial with huge potential, perfect for first-time home buyers! Versatile layout featuring 6 rooms total and 4 bedrooms and 2 full bathrooms. This home offers a bright and open floor plan, new windows, roof, and siding. Chef's kitchen with brand new stainless steel appliances and granite countertops. Nice large fenced-in yard, with private driveway.  Convenient New Haven location close to highways,and public transportation, parks, shopping centers, and schools. Call today before it's SOLD!","3920 sqft",234000,"SingleFamily"
6225,6,8,1994,"Featured in Elle Decor, House Beautiful and HGTV, this custom designed & superbly gut renovated (2011) private, modern country house feel in back country home is a perfect Greenwich base for the next discerning owner. Enter through the custom barn wood entryway to a light filled double height foyer. Balance of open plan elements and defined spaces give a contemporary feel throughout. Custom cabinetry and wide plank antique flooring. Extensively outfitted gourmet Arclinea kitchen (Miele / Gaggenau / Wolf / Dornbracht fixtures) overlooks the rear yard and pool / spa (2016) with retractable cover. High end designer lighting throughout. Double height family room off kitchen leads to formal living and office / library spaces. 1st floor guest room with adjacent bathroom and large mudroom area with radiant heat. Large master suite with custom cabinetry, balcony, freestanding tub / shower area, and large walk-in closet by Poliform. 4 further ensuite bedrooms on this floor, for a total of 6 ensuite bedrooms. Bonus / flexible finished space on 3rd floor, including pull out bunk beds for a 'sleep over'!! Lower level features home theatre, large playroom & exercise room and half bath. 3 car garage. Propane generator.","189486 sqft",4995000,"SingleFamily"
3031,5,3,1765,"Old and New worlds collide in this 1700's Antique Colonial/Cape lovingly updated with all of the updated features every buyer wants! Located in the Historic and desirable Newtown Borough, this Main street listing boasts a prime location for the famed Labor Day Parade and epic trick or treating at Halloween. The large and updated chef's kitchen with gas stove top, double wall oven, granite counters, ample storage in the solid wood cabinets and fireplace flows to the large family room with direct access to the patio and yard creates a great space to entertain.  Work from home in the office with upgraded digital networking capabilities or continue the party in the elegant yet relaxed dining and living rooms. Upstairs we find a grand owner's suite with soaring vaulted ceiling, walk-in closet and spa like full bathroom with dual vanity, spa tub and large shower.  Four other generously sized bedrooms and another well appointed full bathroom complete the living level. Hardwood floors, gorgeous trim, newer roof, hot water tank, freshly painted, central air and tremendous pride of ownership throughout.  Walk to town center restaurants and shops! Make this small bit of Connecticut history yours!","15681 sqft",650000,"SingleFamily"
2278,4,2,1967,"Great opportunity to own this four bedroom Colonial on 4.99acres. Hardwood floors refinished throughout, interior painted. Master bedroom with two walk in closets, large family room with two sets of sliders to deck overlooking private yard. A little TLC will make this a true delight! Roof is 5 years old, oil tank 1 yr old. Being sold ""as is"".","217364 sqft",489000,"SingleFamily"
1776,3,2,1956,"First time offered for sale. Well maintained home with newer windows, siding & boiler. Great for entertaining is the massive family room with gas fireplace, and cathedral ceiling. Hardwood flooring throughout the living room, hall and all three bedrooms. The kitchen opens to a den that would make a cozy dining area with a gas stove. The 3 season sunroom looks over the private backyard, deck and paved driveway. Nicely landscaped grounds with privacy fencing. The walkout lower level offers unheated finish-able space with a bathroom for future living space or potential in-law. Schedule a viewing today!","21344 sqft",325000,"SingleFamily"
1782,4,3,1993,"Ready to move in. Located in quite ""Deer Run"" beautiful colonial house with vinyl siding. Large living room with gas fire place. Large spacious eat-in kitchen with extra cabinets. Four spacious bedroom with closet on 2nd floor. Cathedral ceilings, Outside deck for spring and summer outdoor entertainment. 844 Sq. ft. full basement with walk-out and bonus room. Close to major highways. Close to shopping, restaurant & recreational center.","6098 sqft",325000,"SingleFamily"
3724,4,3,2003,"Your dream home awaits at this beautiful 4 bedroom, 2.5 bath Colonial in Ellington. The stunning, eat-in kitchen features beautiful white cabinets and granite counters and flows into the formal dining room with tray ceiling and living room. The focal point of the living room is the breathtaking floor-to-ceiling fireplace, complete with built-ins, surround sound, and more. A separate sitting room is the perfect reading nook with the built-in bookshelves. A home office, mudroom and laundry room complete the first floor. A two-story foyer leads you upstairs to the second floor, where the three bedrooms with walk-in closets reside. The master suite is complete with a jacuzzi tub and shower and walk in closet.  Downstairs, the finished basement provides a perfect space for a media room, hangout spot, and more. Additional storage can also be found here. Outside, find a whole-yard sprinkler system, Trex deck, and beautiful, mature trees. Protect your car from the elements with the attached, two-car garage. This home is a piece of paradise, in a beautiful location. Check out the video tour and call today for your showing!","40075 sqft",524999,"SingleFamily"
1772,3,2,1975,"Move in ready and waiting for your personal touches!  This well maintained colonial has been meticulously cared for by the original owners for 45+ years.  The home is located in a quiet neighborhood that flows into a cul-de-sac.  Noisy traffic is never an issue.  The backyard abuts a wooded area that provides privacy and tranquility.  Sit on the deck early in the day with your morning coffee, or later on for dinner and cocktails.  The eat in kitchen was recently renovated with new white cabinets and granite counters.  The hardwood floors throughout the home that have all been freshly refinished.  The majority of the rooms have been freshly painted in a neutral palette that will pair well with your furnishings.  There is spacious living room with a wood burning fireplace, which is adjacent to the dining room.  There's also a charming pocket door between the kitchen and dining room!  Perfect for entertaining, holidays and family celebrations!  A large first floor den can be re-purposed into a 4th bedroom if needed.  Water heater installed in 2018.  A sump pump in the basement is present as a precautionary measure.  They have not experienced any water issues.  In addition to the in-wall air conditioners there is a full house attic fan to quickly cool the home.  The large basement can also be finished for additional living space.  Driveway paved in 2020.  Bring your imagination and make this your dream home!  As Is Sale","16117 sqft",304900,"SingleFamily"
4001,4,4,2006,"Custom Catarino Built home set in the orchards of South Glastonbury. Stunning 2-story foyer with sweeping staircase and gleaming hardwood floors that transition seamlessly throughout the main level. Formal dining room is adjacent to the kitchen for ease of entertaining. Chef's dream kitchen with custom cabinetry, Dacor 6 burner stove with 2-48' ovens. Tile backsplash accents the granite counter tops, large center island with room for seating, dry bar with wine rack built-in. Open concept floor plan from kitchen to the great room with walls of windows to bring in the natural light. Wood burning fireplace with marble surround in the great room. Private home office with vaulted ceiling, French doors and city view. Custom millwork throughout adds an elegant touch. Master bedroom and three additional bedrooms are located on the second floor. The master features a tray ceiling and views of the Hartford City Line. Dual walk-in closets, dressing area and a private bath with glass shower, whirlpool tub completes the master suite. Convenient second floor laundry room with tile floor. Attached 3 car garage with entry to the tiled drop zone area. Vivent Home security system, multiple cameras, Smart Locks, motion detections and glass break sensors. Unfinished walkout basement that is ready for your future plans - pre-plumbed for a 5th bathroom and extra deep 10' walls for a tall finished ceiling height. Mature perennial gardens, paver patio with pergola and built in grill. Central Vacuum","60984 sqft",799000,"SingleFamily"
3530,4,3,1951,"Welcome to your private oasis situated on 1 acre.  This expanded cape is located on a serene North Stamford cul de sac! This home offers sun filled rooms and a versatile floor plan.  Enjoy views from the private wrap around deck that overlooks the beautifully wooded backyard retreat. This home boasts 4 bedrooms, 2.5 baths, a formal living room with fireplace, dining room, study, as well as a spacious family room with french doors to the deck. Master bedroom has a skylight and french doors leading to the the deck.  Master bath has a double sink, sunken tub and skylight. Full, partially finished walk out basement. Detached 1 car garage, plus carport.","43560 sqft",599000,"SingleFamily"
2390,3,3,1963,"Welcome home!  This 3 bedroom 2.1 bathroom ranch has all the space you'll ever need!  Offering a spacious kitchen, formal dining room, formal living space with double sided fireplace, and a den with stunning cathedral ceilings that looks out to a tranquil backyard.  The finished basement with a full bathroom is perfect for additional living space, man cave, or a craft room!  This one is sure to go fast, so don't delay!","16117 sqft",329900,"SingleFamily"
3073,4,4,1954,"Welcome to Rowayton, coined by COASTAL MAGAZINE as one of the “happiest seaside towns” and experience the ease of living on Crooked Trail.  Discover the scenic foot path that leads to the train station, the joy of kids playing on the fields of nearby Roton Middle School, the quick bike ride to beach, tennis & paddle courts and downtown, picnic at the park during the summer Shakespeare on the Sound festival … come and live the Rowayton lifestyle!  Rarely can you find over 3000 square feet of freshly painted, generously-sized, light-filled & open flowing rooms in this price segment.  The open concept kitchen/family room and huge master suite simply can’t be beat.  Tour the house now with the 3D VIRTUAL TOUR link, but don’t wait to come visit in person – this opportunity won’t last long.","27442 sqft",950000,"SingleFamily"
1521,3,2,1935,"Classic colonial in the heart of Spring Glen. Enjoy your generous size living room accented by built-ins, wood burning fireplace and hardwood floors. Off the living room is the perfect space for a home office or play room. Updated kitchen features granite countertops, tiled backsplash and stainless steel appliances that include the convenience of a gas stove along with a half bath. Entertain in the dining room filled with an abundance of natural light from the timeless stained glass windows. As you head upstairs you will find a full bath with tile surround tub and tile floor and three spacious bedrooms with hardwood floors. The finished attic with built-in bookshelves is currently being used as a fourth bedroom. Get ready to entertain this summer in your gunite in ground pool and landscaped yard. Conveniently located to New Haven, Train Stations, Merritt Parkway, shopping and parks. Front dining room window will be replaced and fence fixed in the upcoming weeks.","9147 sqft",379900,"SingleFamily"
1992,4,2,1978,"Private Paradise with a View, and walk to the utmost desirable Village of Collinsville! Entertainment Galore!! Amazing restaurants...shops....fishing....boating....walking/biking trails and the spectacular Farmington River!! Gorgeous & Private 5 acre parcel....lightly wooded...light and bright....with the potential of another lot? Special Home.....for Special Buyers! Phenomenal opportunity!","226512 sqft",299900,"SingleFamily"
1727,3,2,1957,"Turn-key, well-maintained home in sought after quiet Westside neighborhood. This home is freshly painted and ready to make memories in the private, fenced in backyard. The in-ground heated pool with water slide & patio make every summer gathering memorable. 3 bedrooms (Master features double walk-in closets and walk up to semi-finished attic with lots of storage), 2 full baths (1lower level), kitchen remodeled with granite counters and updated appliances, possible 4th bedroom in lower level is currently a family den/exercise room all add up to make this a MUST SEE home! Wallingford Electric Company. Will not last!","20908 sqft",349900,"SingleFamily"
1775,4,2,1938,"Truly a ""walk to West Hartford Center"" location. Come check out this 4 bedroom colonial located just steps from the Center. The main level features hardwood flooring in both the living and dining rooms. The living room has a wood burning fireplace and the wall mounted TV is included in the sale. Open to the living room, the dining room connects to both the kitchen & the large rear deck which overlooks the fantastic, level, private & fully fenced rear yard. You can enjoy hours of entertaining on the deck with plenty of space for all! The kitchen features tile floors, a portable center island, ample counter space along with adequate cabinet space as well as a pantry closet. The appliances are stainless steel. Off the kitchen is a second door offering access to the deck for easy grilling all year round. There is a half bath/powder room that rounds off the first level. Heading upstairs you will find four bedrooms all w/ hardwood flooring. One of these bedrooms makes a perfect home office if needed. The full bathroom has been updated & remodeled with tile flooring and a new vanity. Heading to the lower level you will find an additional 300 square feet of finished space. There is vinyl flooring and electric heat in this space. There is also a laundry room and another small room which is an option as an additional home office. Walk up attic for additional storage needs. Storage shed in yard. One car attached garage! Tenant in place until 7/1/21. Close before or after lease expires.","6098 sqft",380000,"SingleFamily"
1957,3,3,2004,"Welcome to beautiful Pleasantview! This is the one you have been waiting for! This 7 room colonial offers 3 bedrooms and 2 1/2 baths. There is a full basement, 2 car attached garage, large open foyer flanked by the living room and dining room. The kitchen offers granite countertops and a new refrigerator and stove (april 2021), microwave (2021), and dishwasher (2020). There is a center island as well! The sliders to the deck are 3 years old. The half bath resides on this level. Upstairs you'll find the master bedroom with it's own full bath with two sinks, a separate shower and soaking tub. This master bath was updated with a new solid mahogany vanity and cabinet in 2020. The upstairs also has two additional bedrooms and a central laundry area. All new hardwood flooring was installed throughout the home in 2019. A brand new front door and sidelights were installed in March 2021. The home was freshly painted in 2020 as well!","14810 sqft",313999,"SingleFamily"
1709,4,2,1930,"Charming 1930's Wilton Colonial Cottage. A wonderful opportunity to be a part of this CT community with excellent amenities and schools.  This home has a Family Room with access to screened porch. Kitchen with half bath and laundry area that is adjacent to separate Dining Room. Separate study with French Doors that step down into sun filled Living Room with fireplace, bay window with window seat and sliders out to patio overlooking private level grassy lawn. Four bedrooms and one full bath complete the upstairs. The 2 bedrooms with carpet have hardwood underneath. There are 2 sheds on property that provide extra storage. Property and sheds are as is as property is in estate.","54014 sqft",489000,"SingleFamily"
